latitude,longitude,food,sports,healthcare,interconnectivity,education
1.432807,103.828475,0.114821124,0.106060606,0.5,0.5,0.416666667
1.2809776,103.8095416,0.223168654,0.106060606,0.5,0.5,0.25
1.3945366,103.9102307,0.073935264,0.060606061,0.5,0.5,0.375
1.2810522,103.8092699,0.225212947,0.106060606,0.5,0.5,0.25
1.3948906,103.9097692,0.073935264,0.060606061,0.5,0.5,0.375
1.395182,103.909279,0.077001704,0.060606061,0.5,0.5,0.375
1.39551,103.908885,0.08109029,0.060606061,0.5,0.5,0.375
1.2743997,103.8396276,0.432367973,0.151515152,0.5,0.5,0.166666667
1.3269222,103.9247765,0.214310051,0.257575758,0.5,0.5,0.708333333
1.3218511,103.9043813,0.153321976,0.227272727,0.5,0.5,0.5
